date,code,name,setup,trading_score,etf_tag,00981A_source_date,00981A_shares,00981A_weight,00981A_rank,00981A_top10,00981A_new,00981A_prev_shares,00981A_delta_shares,00981A_delta_pct,close_raw,close_adj,volume,ma5,ma20,ma20_prev,ma60,dif,macd,osc,osc_prev,osc_expanding,ret20,ret60,rs20,rs60,rs_accel,rs20_rank,rs60_rank,close_above_ma20,ma20_up,macd_bull,osc_positive,osc_improving,macd_near_cross,osc_flip_price,ma20_upturn_price
2026-07-29,2330,台積電,D,53.529411764705884,Neutral,20260729,10740000,,5,True,False,10740000,0,0.0,2200.0,2200.0,65620266.0,2317.0,2394.0,2409.25,2346.027872721354,-37.58411583142515,-13.783429038170958,-23.800686793254194,-14.885228121523216,False,-0.1217564870259481,-0.019613709610825425,-0.020064701544126318,-0.03833162754434272,0.0182669260002164,82.35294117647058,76.47058823529412,False,False,False,False,False,True,2468.4,2669.21
2026-07-29,2002,中鋼,D,49.2156862745098,Neutral,20260729,5163000,,12,False,False,5163000,0,0.0,18.950000762939453,18.950000762939453,53268688.0,19.060000228881837,18.662493801116945,18.6401704788208,18.678058846791586,0.11725456211319596,0.050460135100413125,0.06679442701278283,0.09166446517437105,False,0.024128711751692844,0.02688168986745776,0.12582049723351463,0.008163771933940467,0.11765672529957416,98.0392156862745,86.27450980392157,True,True,True,True,False,False,Already > 0,Already Up
2026-07-29,6669,緯穎,D,49.01960784313726,Neutral,20260729,2417000,,22,False,False,2417000,0,0.0,5135.0,5135.0,2850921.0,5479.0,5146.0,5141.0,5050.696695963542,116.86835071530095,101.3627680984496,15.505582616851342,62.1501997110025,False,0.019860973187686204,0.1111920012197618,0.12155275866950799,0.09247408328624451,0.029078675383263475,96.07843137254902,90.19607843137256,False,True,True,True,False,False,Already > 0,Already Up
2026-07-29,2317,鴻海,D,47.84313725490196,Neutral,20260729,1000,,42,False,False,1000,0,0.0,237.0,237.0,83344420.0,247.6,241.425,241.6164108276367,250.27669143676758,-0.04216608756570395,-0.08697441751758228,0.044808329951878334,1.1795673895272942,False,-0.015896046599241043,0.01903041279897466,0.08579573888258074,0.00031249486545736893,0.08548324401712337,94.11764705882352,84.31372549019608,False,False,True,True,False,False,Already > 0,243.66
2026-07-29,3008,大立光,D,46.47058823529412,Neutral,20260729,1000,,39,False,False,1000,0,0.0,3850.0,3850.0,3402320.0,3980.0,4054.0,4078.0,3913.75,-78.22905767356679,-67.20179781574357,-11.02725985782321,-3.097212465683853,False,-0.11085450346420322,0.5127701375245579,-0.00916271798238144,0.4940522195910406,-0.5032149375734221,84.31372549019608,100.0,False,False,False,False,False,True,3980.9,4509.74
2026-07-29,1590,亞德客-KY,D,45.68627450980392,Neutral,20260729,528000,,33,False,False,528000,0,0.0,1325.0,1325.0,1287713.0,1392.0,1338.17607421875,1339.27666015625,1352.3934936523438,14.75874417723253,11.837411040699873,2.921333136532656,11.870698616446802,False,-0.016341148665303673,-0.06074239113852531,0.08535063681651811,-0.0794603090720426,0.1648109458885607,92.15686274509804,68.62745098039215,False,False,True,True,False,False,Already > 0,1375.58
2026-07-29,3665,貿聯-KY,D,44.90196078431373,Neutral,20260729,4833848,,15,False,False,4833848,0,0.0,2090.0,2090.0,4177052.0,2189.0,1979.6299743652344,1974.7702087402345,2116.061700439453,60.90753441881952,29.951054962287056,30.956479456532467,48.575895345413436,False,0.048773125188666944,-0.2667708071204936,0.15046491067048873,-0.2854887250540109,0.43595363572449963,100.0,37.254901960784316,True,True,True,True,False,False,Already > 0,Already Up
2026-07-29,4966,譜瑞-KY,D,44.90196078431373,Neutral,20260729,140000,,36,False,False,140000,0,0.0,561.0,561.0,1472343.0,595.4,621.85,624.95,690.2666666666667,-17.354360724517733,-15.129601861805485,-2.224758862712248,0.375043608219098,False,-0.0995184590690209,-0.001779359430605032,0.00217332641280088,-0.020497277364122324,0.022670603776923204,86.27450980392157,78.43137254901961,False,False,False,False,False,True,586.81,720.05
2026-07-29,2439,美律,D,44.31372549019608,Neutral,20260729,1000,,41,False,False,1000,0,0.0,81.30000305175781,81.30000305175781,1715632.0,82.72000122070312,86.12000045776367,86.53000030517578,88.29833335876465,-1.715842148039485,-1.5456264993297253,-0.1702156487097597,-0.1266660927920391,False,-0.09162007763399094,-0.09162007763399094,0.010071707847830846,-0.11033799556750823,0.12040970341533908,88.23529411764706,66.66666666666666,False,False,False,False,False,True,83.25,95.07
2026-07-29,8046,南電,D,43.92156862745098,Neutral,20260729,9519000,,6,True,False,9519000,0,0.0,879.0,879.0,13268785.0,1054.0,1162.0,1176.8,989.0334584554037,-41.16407874921106,14.530574476370488,-55.69465322558155,-43.66592756080446,False,-0.25191489361702124,-0.1165047650282155,-0.15022310813519946,-0.1352226829617328,-0.01500042517346667,54.90196078431373,62.745098039215684,False,False,False,False,False,False,,1442.89
