Group,Rank,代號,股票,RS20,RS Accel,ETF Flow,評價,OSC翻正價,MA20上彎價,距離現價
A,1,2481,強茂,98,-0.06,Neutral,強,,,
A,2,3376,新日興,78,+0.26,Neutral,一般,,,
A,3,8996,高力,66,-0.07,Neutral,一般,,,
A,4,6669,緯穎,62,-0.05,Heavy Buy,一般,,,
A,5,6191,精成科,56,+0.28,Neutral,一般,,,
Priority1,1,2481,強茂,98,-0.06,Neutral,強,,,
Priority1,2,3376,新日興,78,+0.26,Neutral,一般,,,
Priority1,3,8996,高力,66,-0.07,Neutral,一般,,,
Priority2,4,6669,緯穎,62,-0.05,Heavy Buy,一般,,,
Priority2,5,6191,精成科,56,+0.28,Neutral,一般,,,
