Group,Rank,代號,股票,RS20,RS Accel,ETF Flow,評價,OSC翻正價,MA20上彎價,距離現價
A,1,2327,國巨*,100,-2.39,Heavy Buy,強,,,
A,2,5347,世界,96,-0.15,Neutral,強,,,
A,3,2303,聯電,92,-1.49,Heavy Buy,強,,,
A,4,8046,南電,86,-0.36,Neutral,可觀察,,,
A,5,6271,同欣電,76,-0.38,Neutral,一般,,,
A,6,1815,富喬,64,+0.38,Neutral,一般,,,
Priority1,1,2327,國巨*,100,-2.39,Heavy Buy,強,,,
Priority1,2,5347,世界,96,-0.15,Neutral,強,,,
Priority1,3,2303,聯電,92,-1.49,Heavy Buy,強,,,
Priority2,4,8046,南電,86,-0.36,Neutral,可觀察,,,
Priority2,5,6271,同欣電,76,-0.38,Neutral,一般,,,
