Group,Rank,代號,股票,RS20,RS Accel,ETF Flow,評價,OSC翻正價,MA20上彎價,距離現價
A,1,3653,健策,100,+0.22,Neutral,強,,,
A,2,3665,貿聯-KY,98,+0.41,Neutral,強,,,
A,3,3017,奇鋐,96,+0.20,Neutral,強,,,
A,4,1590,亞德客-KY,94,+0.26,Neutral,強,,,
A,5,6669,緯穎,92,+0.18,Neutral,強,,,
A,6,5274,信驊,90,+0.28,Neutral,強,,,
A,7,6805,富世達,88,+0.33,Heavy Buy,可觀察,,,
A,8,3008,大立光,86,-0.36,Neutral,可觀察,,,
A,9,4979,華星光,84,+0.41,Neutral,可觀察,,,
A,10,6187,萬潤,82,+0.25,Neutral,可觀察,,,
A,11,2317,鴻海,80,+0.12,Neutral,可觀察,,,
A,12,3037,欣興,78,+0.11,Neutral,一般,,,
A,13,2049,上銀,76,+0.18,Neutral,一般,,,
A,14,2360,致茂,75,+0.35,Neutral,一般,,,
A,15,2408,南亞科,73,-0.29,Neutral,一般,,,
A,16,8210,勤誠,71,+0.32,Heavy Buy,一般,,,
A,17,3443,創意,67,+0.28,Neutral,一般,,,
A,18,3533,嘉澤,65,+0.34,Neutral,一般,,,
A,19,2383,台光電,63,+0.01,Neutral,一般,,,
Priority1,1,3653,健策,100,+0.22,Neutral,強,,,
Priority1,2,3665,貿聯-KY,98,+0.41,Neutral,強,,,
Priority1,3,3017,奇鋐,96,+0.20,Neutral,強,,,
Priority2,4,1590,亞德客-KY,94,+0.26,Neutral,強,,,
Priority2,5,6669,緯穎,92,+0.18,Neutral,強,,,
