Group,Rank,代號,股票,RS20,RS Accel,ETF Flow,評價,OSC翻正價,MA20上彎價,距離現價
A,1,3008,大立光,98,-0.26,Neutral,強,,,
Priority1,1,3008,大立光,98,-0.26,Neutral,強,,,
