Group,Rank,代號,股票,RS20,RS Accel,ETF Flow,評價,OSC翻正價,MA20上彎價,距離現價
A,1,6669,緯穎,100,+0.12,Neutral,強,,,
A,2,1590,亞德客-KY,94,+0.21,Neutral,強,,,
A,3,6187,萬潤,86,+0.33,Neutral,可觀察,,,
A,4,3017,奇鋐,84,+0.33,Neutral,可觀察,,,
A,5,2002,中鋼,82,+0.11,Neutral,可觀察,,,
Priority1,1,6669,緯穎,100,+0.12,Neutral,強,,,
Priority1,2,1590,亞德客-KY,94,+0.21,Neutral,強,,,
Priority1,3,6187,萬潤,86,+0.33,Neutral,可觀察,,,
Priority2,4,3017,奇鋐,84,+0.33,Neutral,可觀察,,,
Priority2,5,2002,中鋼,82,+0.11,Neutral,可觀察,,,
