date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,close_adj
2026-03-25,TAIEX,8730340717,652340765184,32725.27,33705.75,32725.27,33439.11,826.87,3923172,33439.11
2026-03-26,TAIEX,9461269146,766599119592,33575.6,33892.56,33337.62,33337.62,-101.49,4497644,33337.62
2026-03-27,TAIEX,9442000840,658273529008,33267.25,33267.25,32669.39,33112.59,-225.03,4418506,33112.59
2026-03-30,TAIEX,9871214148,678152191949,33009.68,33009.68,32326.37,32518.16,-594.43,4883052,32518.16
2026-03-31,TAIEX,12232062739,882453969577,32419.0,32453.38,31705.99,31722.99,-795.17,6087905,31722.99
2026-04-01,TAIEX,9341757628,652608970719,31892.33,33182.22,31892.33,33174.82,1451.83,3610783,33174.82
2026-04-02,TAIEX,10200475573,702608705100,33218.02,33497.58,32516.94,32572.43,-602.39,4542142,32572.43
2026-04-07,TAIEX,8303716897,584692254383,32671.52,33264.22,32671.52,33229.82,657.39,3658892,33229.82
2026-04-08,TAIEX,12873431242,894100450046,33379.5,34761.38,33379.5,34761.38,1531.56,4818400,34761.38
2026-04-09,TAIEX,11946350818,872275954561,34779.96,34884.45,34617.34,34861.16,99.78,4973996,34861.16
2026-04-10,TAIEX,12583637569,871808149506,34950.87,35417.83,34950.87,35417.83,556.67,5134614,35417.83
2026-04-13,TAIEX,10803404429,805701457540,35422.91,35552.49,35261.73,35457.29,39.46,4826602,35457.29
2026-04-14,TAIEX,13673749935,1017277556839,35584.09,36341.44,35584.09,36296.12,838.83,5763701,36296.12
2026-04-15,TAIEX,13942183786,1025905609552,36369.11,37064.16,36369.11,36722.14,426.02,5876990,36722.14
2026-04-16,TAIEX,13029813066,927314900440,36759.53,37135.55,36751.09,37132.02,409.88,5339093,37132.02
2026-04-17,TAIEX,13629149036,985525733386,37145.66,37145.66,36776.28,36804.34,-327.68,5846037,36804.34
2026-04-20,TAIEX,13563808775,960963966853,36850.24,37344.5,36850.24,36958.8,154.46,5668981,36958.8
2026-04-21,TAIEX,13267924991,1021704705351,37051.25,37781.83,37051.25,37605.11,646.31,5502059,37605.11
2026-04-22,TAIEX,13042520832,979876044142,37627.2,38096.88,37623.38,37878.47,273.36,5580550,37878.47
2026-04-23,TAIEX,18953441032,1460103003620,37971.69,38921.95,37164.44,37714.15,-164.32,8290664,37714.15
2026-04-24,TAIEX,12886151833,1081153827550,37862.65,38989.94,37862.65,38932.4,1218.25,5531300,38932.4
2026-04-27,TAIEX,14212315987,1248027623513,39858.19,40194.92,39607.74,39616.63,684.23,6067624,39616.63
2026-04-28,TAIEX,10641033425,1057488155712,39531.93,40101.23,39521.73,39521.73,-94.9,5188775,39521.73
2026-04-29,TAIEX,10197192638,915272695535,39176.24,39548.18,38896.3,39303.5,-218.23,4871239,39303.5
2026-04-30,TAIEX,11446952929,1074901891496,39571.46,39848.22,38926.63,38926.63,-376.87,5412960,38926.63
2026-05-04,TAIEX,12395796663,1051315643566,39228.39,40755.52,39228.39,40705.14,1778.51,5275383,40705.14
2026-05-05,TAIEX,12853494887,1049334722789,40708.4,40885.05,40522.78,40769.29,64.15,5728961,40769.29
2026-05-06,TAIEX,16678201403,1524012557672,40983.04,41575.84,40616.28,41138.85,369.56,7380148,41138.85
2026-05-07,TAIEX,15231110299,1246902674041,41259.96,42156.06,41259.96,41933.78,794.93,6327519,41933.78
2026-05-08,TAIEX,15497124214,1305390328230,41886.03,42038.6,41132.25,41603.94,-329.84,7375237,41603.94
2026-05-11,TAIEX,13141091504,1170487539244,41714.0,42021.78,41529.25,41790.06,186.12,6059186,41790.06
2026-05-12,TAIEX,19487297206,1446228503722,41880.66,42253.42,41471.57,41898.32,108.26,7362653,41898.32
2026-05-13,TAIEX,18632210693,1265792083975,41795.92,41795.92,41014.53,41374.5,-523.82,7535107,41374.5
2026-05-14,TAIEX,14422244219,1275384785248,41496.23,42205.62,41496.23,41751.75,377.25,6367418,41751.75
2026-05-15,TAIEX,17355987461,1374865492241,41830.42,42408.66,41016.73,41172.36,-579.39,7885731,41172.36
2026-05-18,TAIEX,13753749982,1042046645948,41095.82,41095.82,40170.17,40891.82,-280.54,6137510,40891.82
2026-05-19,TAIEX,13603142233,1151219413754,40883.42,40951.56,40168.51,40175.56,-716.26,6739920,40175.56
2026-05-20,TAIEX,11825319302,1027552700623,40204.16,40439.04,39967.08,40020.82,-154.74,5788770,40020.82
2026-05-21,TAIEX,12662318814,1047623792398,40263.18,41606.91,40263.18,41368.21,1347.39,5214557,41368.21
2026-05-22,TAIEX,14518650616,1236888820897,41447.92,42357.6,41447.92,42267.97,899.76,6155116,42267.97
2026-05-25,TAIEX,16726165336,1352710348031,42667.87,43645.78,42667.87,43644.4,1376.43,7130822,43644.4
2026-05-26,TAIEX,17964690191,1549710749032,43708.89,44097.63,43349.77,43525.37,-119.03,7929015,43525.37
2026-05-27,TAIEX,18565348678,1630077580758,43842.26,44818.25,43842.26,44256.8,731.43,8087572,44256.8
2026-05-28,TAIEX,19686100251,1670718874089,44240.8,44954.09,43236.36,43636.44,-620.36,9346566,43636.44
2026-05-29,TAIEX,19561019045,1916952445914,43815.48,44933.95,43815.48,44732.94,1096.5,7026119,44732.94
